,Aberdeen City,Aberdeenshire,Angus,Argyll & Bute,Clackmannanshire,Dumfries & Galloway,Dundee City,East Ayrshire,East Dunbartonshire,East Lothian,East Renfrewshire,"Edinburgh, City of",Eilean Siar,Falkirk,Fife,Glasgow City,Highland,Inverclyde,Midlothian,Moray,North Ayrshire,North Lanarkshire,Orkney Islands,Perth & Kinross,Renfrewshire,Scottish Borders,Shetland Islands,South Ayrshire,South Lanarkshire,Stirling,West Dunbartonshire,West Lothian,Total
06/07/2016,1,1,0,1,0,2,1,0,0,0,0,3,1,0,2,3,1,0,0,1,2,1,0,0,0,1,0,3,0,0,0,0,24
07/07/2016,1,1,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,0,0,2,1,0,1,0,0,0,0,2,0,2,0,23
08/07/2016,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,1,2,0,1,0,0,3,0,0,2,1,0,0,3,0,0,0,19
09/07/2016,2,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,2,0,0,0,2,2,0,1,1,0,0,1,1,0,0,0,17
10/07/2016,1,1,0,0,0,1,2,0,0,2,0,2,0,0,1,3,2,1,0,3,0,1,0,2,1,0,0,1,3,1,1,1,30
11/07/2016,0,0,1,0,0,1,1,0,0,2,0,4,1,1,2,2,0,0,0,0,0,0,0,1,1,1,0,2,4,1,0,0,25
12/07/2016,0,3,1,0,0,0,0,2,0,0,0,0,0,1,1,7,1,0,1,0,0,1,0,0,0,0,0,0,2,2,0,2,24
13/07/2016,2,0,0,0,0,0,0,0,0,0,0,4,0,0,1,5,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,19
14/07/2016,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,5,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,15
15/07/2016,0,0,0,1,0,0,1,0,0,0,0,3,0,1,0,6,1,0,1,0,0,2,0,1,2,1,0,1,1,0,0,1,23
16/07/2016,0,1,0,1,0,1,0,0,0,0,0,2,0,0,2,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,14
17/07/2016,0,1,1,1,0,3,0,1,0,0,0,0,0,1,0,3,2,0,0,1,2,0,0,2,1,2,0,0,1,0,0,2,24
18/07/2016,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,1,1,0,0,0,2,0,0,1,1,0,1,15
19/07/2016,0,2,0,2,0,0,0,1,0,0,1,3,0,0,0,6,1,1,0,0,0,2,0,0,1,1,0,0,2,0,0,1,24
20/07/2016,1,1,0,0,0,0,0,0,0,1,0,3,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,13
21/07/2016,2,1,0,1,0,4,0,1,0,0,1,5,0,1,2,4,1,0,0,1,1,0,0,0,3,3,0,0,1,0,0,4,36
22/07/2016,0,0,0,0,0,8,0,1,0,1,0,6,0,3,1,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,26
23/07/2016,0,1,0,0,0,2,1,0,0,0,0,5,0,0,0,4,1,0,0,0,0,0,1,1,2,2,0,0,1,1,0,1,23
24/07/2016,0,1,1,1,1,1,0,0,1,0,0,2,0,0,1,3,0,0,0,1,2,0,0,2,1,0,0,1,1,1,0,3,24
25/07/2016,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,2,2,0,0,0,0,2,0,0,2,0,0,0,1,2,0,2,19
26/07/2016,0,0,1,2,1,2,1,0,1,0,0,3,0,1,0,2,3,0,1,0,0,0,0,4,0,1,0,1,2,0,0,1,27
27/07/2016,1,0,0,0,1,0,0,0,1,0,0,5,0,1,3,2,1,0,0,0,0,0,0,0,1,1,0,0,4,2,0,0,23
28/07/2016,1,3,1,2,0,1,1,0,0,1,0,3,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,19
29/07/2016,0,2,0,0,1,1,1,0,1,1,0,5,0,0,0,0,2,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,19
30/07/2016,1,0,0,0,1,1,1,0,0,0,0,4,0,0,2,3,6,0,1,0,1,2,0,1,2,0,0,0,0,1,0,1,28
31/07/2016,0,3,1,0,1,3,0,0,1,0,0,3,0,2,2,3,1,0,0,0,0,2,0,0,0,0,0,0,2,1,0,2,27
01/08/2016,0,0,0,0,0,0,1,1,0,0,0,8,0,0,1,2,0,0,0,0,0,0,0,2,0,1,1,1,0,3,2,0,23
02/08/2016,2,1,0,1,0,1,1,0,0,1,0,0,0,0,2,3,1,1,0,0,0,1,0,0,1,0,0,1,3,0,0,0,20
03/08/2016,0,0,0,0,0,2,0,1,0,1,1,2,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,15
04/08/2016,0,1,0,0,0,0,0,2,0,1,0,3,0,0,1,4,0,0,1,0,0,2,0,2,0,0,0,1,2,2,0,1,23
05/08/2016,2,2,0,3,0,1,1,0,0,0,0,3,0,0,0,4,2,1,2,0,0,1,0,0,0,2,0,0,1,1,1,0,27
06/08/2016,1,0,0,1,1,2,1,0,0,0,2,4,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,3,3,0,0,23
07/08/2016,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,2,1,0,0,0,1,0,0,0,0,1,0,1,2,1,1,1,17
08/08/2016,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,4,1,1,0,0,0,0,0,1,2,0,0,0,0,1,1,1,17
09/08/2016,1,0,1,0,0,0,2,1,1,0,0,2,0,0,3,4,3,1,0,1,0,2,0,0,0,0,1,0,0,0,2,0,25
10/08/2016,1,0,1,1,0,1,2,0,0,0,0,6,0,1,1,2,0,0,0,0,2,3,1,2,1,1,0,1,1,0,0,1,29
11/08/2016,0,3,0,0,0,1,0,0,0,1,1,9,0,0,2,1,0,0,0,0,1,0,0,1,1,5,0,0,3,0,1,0,30
12/08/2016,1,1,0,1,1,2,1,0,0,0,0,5,0,0,1,4,1,0,0,1,0,0,0,0,0,3,0,0,0,1,0,4,27
13/08/2016,2,1,1,1,0,0,1,0,0,0,0,5,0,0,3,3,3,0,0,0,0,1,0,1,3,1,0,0,1,1,0,1,29
14/08/2016,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,12
15/08/2016,1,0,0,2,2,3,0,0,1,0,0,4,0,0,3,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25
16/08/2016,1,0,0,0,0,3,0,0,0,0,1,5,0,0,2,2,4,3,2,0,0,0,0,1,1,0,0,3,2,0,0,0,30
17/08/2016,1,0,0,0,1,1,2,1,0,4,0,6,0,0,2,4,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,2,31
18/08/2016,0,1,0,0,0,0,2,3,0,0,0,1,0,1,1,4,2,1,1,0,0,5,0,0,1,0,0,0,2,0,0,0,25
19/08/2016,0,2,0,0,0,0,0,0,0,0,1,3,0,0,2,3,2,0,0,0,1,3,0,1,1,1,0,2,1,1,0,1,25
20/08/2016,2,2,1,0,0,0,0,0,0,0,0,2,0,3,2,3,0,0,0,0,2,2,1,0,0,2,0,1,0,1,0,2,26
21/08/2016,1,0,0,2,0,0,0,0,1,1,0,4,0,1,1,0,1,0,1,0,0,1,0,1,0,3,1,0,0,1,0,0,20
22/08/2016,1,1,1,1,0,0,0,0,1,1,1,4,0,2,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,2,1,2,26
23/08/2016,0,1,0,1,0,0,1,0,0,0,0,3,0,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,15
24/08/2016,0,3,1,0,0,1,1,1,0,1,0,5,0,1,3,4,3,2,0,1,0,1,0,1,1,0,0,1,0,0,0,0,31
25/08/2016,0,0,0,1,0,1,0,1,0,3,1,0,0,0,1,2,0,0,1,0,0,3,0,0,2,1,1,1,1,0,0,0,20
26/08/2016,0,1,1,1,0,0,1,0,0,0,1,5,0,0,2,6,0,0,3,0,0,3,0,0,3,0,1,2,0,2,1,3,36
27/08/2016,0,3,0,0,0,0,0,1,0,2,0,2,0,1,0,2,2,0,1,0,0,2,0,0,1,1,0,2,1,0,0,1,22
28/08/2016,0,1,0,0,0,0,0,0,0,0,0,3,1,0,2,4,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,14
29/08/2016,2,1,0,0,0,0,0,2,0,1,0,3,0,1,1,2,2,0,0,0,1,2,0,0,1,1,0,0,0,1,0,1,22
30/08/2016,0,0,0,3,0,0,1,0,0,1,0,1,0,1,2,3,0,0,2,2,2,0,0,0,1,0,0,1,1,1,0,3,25
31/08/2016,1,0,0,3,1,1,0,0,0,0,0,4,0,0,4,1,5,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,26
01/09/2016,2,0,0,2,1,0,0,1,0,1,0,4,0,1,3,0,2,0,1,2,2,0,0,0,0,0,0,2,3,1,0,1,29
02/09/2016,1,1,0,2,2,0,0,0,0,1,0,5,0,3,1,3,5,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,28
03/09/2016,0,1,0,0,1,1,0,1,1,1,0,4,0,0,1,3,1,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,21
04/09/2016,0,0,0,0,0,0,1,1,0,1,0,1,0,1,3,3,1,1,0,0,1,1,0,4,1,1,0,2,4,0,1,0,28
05/09/2016,2,1,0,0,0,1,0,1,0,0,0,2,0,2,0,4,0,1,0,1,0,3,0,1,0,1,0,0,2,1,0,0,23
06/09/2016,0,1,0,0,0,0,1,0,0,0,0,4,0,4,1,6,3,0,0,0,2,2,0,0,0,0,0,1,6,0,0,2,33
07/09/2016,0,1,2,1,0,0,1,0,1,1,0,5,0,0,1,2,0,1,0,1,1,2,0,0,0,0,0,0,1,0,0,0,21
08/09/2016,0,5,0,2,0,0,0,0,1,0,0,4,0,0,1,4,3,1,0,1,0,1,0,0,2,1,0,0,0,0,0,0,26
09/09/2016,0,2,0,1,0,0,0,3,0,1,0,4,0,1,1,2,1,0,0,0,0,3,0,0,1,0,0,0,2,0,1,1,24
10/09/2016,0,0,0,1,0,1,0,0,2,0,0,1,1,1,2,0,2,0,0,0,0,4,0,0,1,0,0,0,3,1,1,0,21
11/09/2016,0,1,0,1,0,0,0,0,1,0,0,2,0,1,4,2,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,19
12/09/2016,1,1,0,0,0,0,0,0,0,0,0,6,1,0,0,5,2,0,1,0,0,2,0,0,1,1,0,1,0,0,0,0,22
13/09/2016,0,1,0,1,0,1,1,0,0,0,1,5,0,2,2,3,1,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,23
14/09/2016,1,0,0,0,0,0,0,1,0,0,0,7,0,1,0,6,1,0,1,0,0,0,0,3,1,1,0,0,0,0,1,0,24
15/09/2016,1,0,1,0,0,0,0,0,0,0,1,2,0,0,3,3,1,3,2,0,1,1,0,1,1,1,0,2,1,0,0,0,25
16/09/2016,0,1,1,0,0,0,0,0,1,2,0,0,1,1,1,2,1,0,1,0,0,2,0,1,1,0,0,0,1,3,1,2,23
17/09/2016,0,0,0,0,0,0,0,0,0,1,1,5,0,1,0,2,0,1,0,0,1,1,0,0,0,1,0,0,2,0,0,1,17
18/09/2016,1,2,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,12
19/09/2016,0,2,0,0,1,1,0,1,0,0,0,4,1,2,1,4,2,0,1,0,0,3,0,0,0,1,0,1,3,2,1,0,31
20/09/2016,0,1,0,0,0,2,0,1,0,0,0,2,0,0,1,3,1,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,16
21/09/2016,1,0,0,0,1,0,1,1,1,0,1,3,1,1,0,1,1,1,0,0,0,3,0,0,2,0,0,1,0,0,1,1,22
22/09/2016,0,2,1,0,0,0,1,0,0,0,1,9,0,1,0,9,1,1,1,0,0,1,0,0,0,0,0,0,0,1,2,4,35
23/09/2016,3,1,0,0,0,0,0,1,0,0,0,4,1,1,1,4,2,0,2,0,0,1,0,0,1,0,0,0,2,0,1,1,26
24/09/2016,0,1,1,0,0,0,0,0,1,0,0,2,0,1,0,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,3,19
25/09/2016,0,1,0,1,1,1,1,0,0,0,0,2,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,15
26/09/2016,1,1,0,1,0,0,0,0,0,0,0,3,0,0,3,1,4,1,0,0,0,0,0,0,2,0,0,0,0,2,0,1,20
27/09/2016,1,1,1,0,0,0,0,0,0,0,1,5,0,0,0,1,3,0,1,0,0,1,0,0,2,0,0,1,0,3,0,0,21
28/09/2016,0,1,0,1,0,2,2,0,0,0,0,2,0,3,0,2,1,0,1,0,1,2,0,1,0,0,0,0,2,0,0,0,21
29/09/2016,0,1,0,1,0,0,1,1,0,0,1,5,1,0,0,5,1,1,1,0,1,3,0,0,1,0,0,0,0,2,0,1,27
30/09/2016,1,0,0,2,0,2,0,0,0,0,0,2,0,0,0,6,1,0,1,0,0,2,0,5,0,1,0,2,2,0,0,0,27
01/10/2016,0,1,1,0,0,3,0,1,0,1,1,3,0,1,1,1,1,0,0,0,2,2,0,0,1,1,0,0,2,1,0,0,24
02/10/2016,0,0,0,1,1,0,0,0,0,1,1,2,0,0,0,1,1,0,2,0,1,5,0,0,1,3,1,1,2,1,0,0,25
03/10/2016,2,0,0,0,2,0,0,1,1,1,0,8,0,0,1,4,2,2,0,0,0,1,0,0,0,0,0,0,2,0,1,1,29
04/10/2016,0,2,0,0,0,0,0,0,0,0,0,4,0,0,1,5,0,0,0,0,0,3,0,0,1,0,0,2,3,1,0,2,24
05/10/2016,1,0,0,1,0,0,0,1,0,0,1,3,1,0,2,1,0,0,2,0,1,1,0,2,1,2,0,0,1,0,1,1,23
06/10/2016,0,0,0,2,0,1,0,1,0,1,0,4,0,0,1,4,1,0,1,0,1,2,0,0,2,0,0,0,1,0,1,1,24
07/10/2016,1,0,0,0,0,0,0,0,1,0,0,5,0,0,2,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,17
08/10/2016,1,3,0,0,0,1,0,0,0,1,0,4,0,1,1,4,0,0,1,0,1,1,0,1,2,1,0,1,4,0,0,0,28
09/10/2016,2,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,3,0,2,0,2,0,0,0,0,0,0,15
10/10/2016,1,1,0,2,0,0,1,0,1,0,1,0,0,0,5,1,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,18
11/10/2016,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,2,14
12/10/2016,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,2,0,2,0,0,0,3,0,0,1,1,0,0,2,0,0,1,16
13/10/2016,2,6,0,2,0,0,0,0,0,1,0,2,0,1,1,5,0,0,0,0,0,1,0,2,1,0,0,2,1,1,0,0,28
14/10/2016,0,1,1,0,1,2,0,1,0,1,0,8,0,0,3,6,0,0,2,0,0,3,1,0,1,1,0,2,0,0,0,0,34
15/10/2016,0,2,1,1,0,0,0,0,1,0,1,1,0,1,2,3,1,0,1,0,1,4,0,0,1,1,0,0,0,0,1,4,27
16/10/2016,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,5,2,1,1,2,0,2,0,0,0,1,0,1,0,1,0,1,22
17/10/2016,1,1,0,1,0,2,1,0,0,1,1,3,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,19
18/10/2016,2,0,0,1,0,0,1,0,0,1,0,3,0,2,1,5,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,24
19/10/2016,0,0,0,1,0,1,3,2,1,0,0,3,0,2,1,5,1,0,1,1,1,2,0,1,2,1,0,0,2,0,0,0,31
20/10/2016,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,2,1,0,0,2,1,2,0,0,2,0,0,1,0,1,2,2,21
21/10/2016,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,12
22/10/2016,0,0,0,1,0,1,0,0,0,0,0,7,0,1,0,5,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,21
23/10/2016,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14
24/10/2016,1,0,0,1,0,1,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,0,0,1,16
25/10/2016,0,1,0,0,0,0,0,2,0,1,0,4,0,1,0,5,1,1,0,0,1,0,0,1,2,0,0,0,2,0,0,1,23
26/10/2016,0,1,0,0,3,3,0,1,0,0,0,8,0,0,1,6,2,0,0,1,3,2,0,0,0,1,0,1,0,1,1,3,38
27/10/2016,0,2,1,0,0,3,0,0,0,0,0,1,0,2,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15
28/10/2016,0,2,0,0,1,1,0,0,0,0,0,1,0,0,2,4,0,1,2,0,0,1,0,0,1,0,0,1,0,2,0,2,21
29/10/2016,0,1,2,0,0,2,0,0,0,0,0,2,0,0,2,4,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,2,21
30/10/2016,1,0,0,0,0,0,0,1,0,0,0,6,0,0,3,3,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,19
31/10/2016,0,0,0,0,1,1,1,1,0,1,0,3,0,0,1,2,2,0,0,0,1,4,0,0,0,1,0,0,0,0,1,5,25
01/11/2016,2,1,0,0,1,1,1,1,0,1,0,6,0,1,3,3,2,0,1,0,0,1,0,0,0,0,0,1,2,0,0,1,29
02/11/2016,0,0,0,1,0,1,0,0,0,0,0,4,0,1,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,16
03/11/2016,1,2,1,1,1,0,0,1,1,0,0,4,1,1,0,8,1,0,0,0,1,3,0,0,0,0,1,0,2,1,1,0,32
04/11/2016,0,0,1,1,0,0,1,0,0,1,0,3,0,1,0,5,0,0,1,0,1,4,0,2,1,0,0,0,1,1,1,3,28
05/11/2016,0,1,0,0,0,1,0,1,0,1,0,4,0,0,3,3,1,0,0,0,1,1,0,0,2,1,1,0,4,0,0,0,25
06/11/2016,0,2,0,0,0,0,0,0,0,0,0,1,0,2,1,4,0,0,0,0,0,2,0,2,1,1,0,0,0,0,0,0,16
07/11/2016,0,2,0,1,0,0,0,2,0,0,0,5,0,0,2,4,1,0,0,0,1,3,0,0,1,1,0,1,3,1,0,0,28
08/11/2016,0,0,0,0,0,0,2,1,1,1,0,1,0,2,2,6,1,1,1,0,0,3,0,1,0,0,0,0,0,0,0,1,24
09/11/2016,0,1,0,0,0,0,2,1,1,0,0,3,0,0,0,4,1,1,0,0,1,0,0,0,1,1,0,2,1,1,1,0,22
10/11/2016,0,1,0,1,1,0,1,0,0,2,1,0,0,0,1,5,2,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,21
11/11/2016,3,2,0,1,0,2,0,1,1,0,0,8,0,0,3,6,0,0,0,0,0,2,0,0,1,1,0,1,6,0,1,0,39
12/11/2016,1,0,0,2,0,1,0,0,0,1,0,2,0,1,0,2,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,15
13/11/2016,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,12
14/11/2016,0,0,0,0,0,3,2,0,0,1,2,1,0,1,0,4,1,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,21
15/11/2016,0,0,0,1,2,1,1,1,0,0,1,2,0,1,2,3,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,20
16/11/2016,0,0,1,0,1,0,3,0,1,0,0,5,0,1,2,4,1,0,0,0,2,0,0,1,1,1,0,2,2,1,0,1,30
17/11/2016,1,1,0,0,0,0,2,0,0,0,1,2,0,0,3,3,1,1,0,0,1,1,0,0,2,1,0,0,1,1,0,2,24
18/11/2016,0,0,1,0,0,0,0,0,0,1,0,10,0,2,4,5,2,1,0,0,1,3,0,2,1,1,0,0,2,1,1,2,40
19/11/2016,1,1,1,0,0,0,0,0,1,2,0,4,0,0,2,5,1,1,0,0,0,0,0,0,2,1,0,0,1,0,1,0,24
20/11/2016,0,0,1,0,0,1,0,2,0,1,0,0,0,1,2,2,0,0,0,1,2,0,0,2,1,1,0,1,1,0,0,0,19
21/11/2016,1,1,1,0,0,1,1,0,1,2,2,3,0,1,0,4,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,25
22/11/2016,0,1,0,0,0,2,1,0,0,1,0,3,0,2,0,6,1,0,0,0,0,3,0,0,2,0,0,0,2,0,0,0,24
23/11/2016,1,0,0,1,0,1,0,2,0,0,0,5,0,1,0,6,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,24
24/11/2016,0,1,0,1,1,1,1,2,0,0,0,1,0,1,1,4,1,0,0,0,0,1,0,1,2,0,0,0,2,0,0,1,22
25/11/2016,2,1,0,0,0,1,0,1,0,1,0,3,0,3,3,4,0,1,0,1,0,2,0,0,2,1,1,2,0,0,1,2,32
26/11/2016,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4,5,0,0,0,2,0,0,0,0,1,0,0,0,1,3,0,0,19
27/11/2016,0,2,0,0,0,0,0,0,0,2,0,3,0,0,2,4,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,17
28/11/2016,0,0,0,0,0,1,0,0,1,2,0,3,0,1,1,4,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,1,19
29/11/2016,0,0,0,0,0,1,1,1,0,0,1,4,0,0,2,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2,18
30/11/2016,0,2,0,0,0,0,1,0,0,1,0,5,0,1,3,4,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,1,23
01/12/2016,2,3,1,1,0,0,0,0,1,1,0,8,0,2,1,4,0,0,0,0,2,1,0,0,0,1,0,0,1,1,2,2,34
02/12/2016,1,1,0,0,0,0,0,0,0,3,0,5,0,1,0,4,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,24
03/12/2016,1,1,1,1,0,0,0,2,1,0,1,4,0,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,24
04/12/2016,0,1,0,0,0,1,0,0,0,0,0,6,0,0,1,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,15
05/12/2016,0,2,2,0,0,0,1,0,1,0,0,7,0,0,1,4,1,0,0,0,2,1,0,0,1,0,0,1,1,0,0,2,27
06/12/2016,0,2,1,0,1,0,0,2,0,0,0,1,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,18
07/12/2016,1,2,0,1,1,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,1,2,0,0,0,1,0,0,5,0,2,1,28
08/12/2016,0,1,0,0,0,0,0,2,0,1,0,0,0,2,2,4,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,19
09/12/2016,0,1,0,1,0,1,0,0,1,1,0,5,0,1,5,4,1,0,0,0,1,2,0,1,1,0,0,0,0,1,0,1,28
10/12/2016,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,14
11/12/2016,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,12
12/12/2016,0,2,1,0,0,0,0,0,0,1,2,5,0,0,0,2,0,1,2,0,1,0,0,1,1,1,0,0,2,1,0,0,23
13/12/2016,0,1,1,0,0,4,0,0,0,0,2,4,0,0,3,8,0,0,0,0,2,1,0,0,1,1,1,1,2,0,1,0,33
14/12/2016,0,0,1,0,0,0,1,1,0,0,0,5,0,2,3,7,0,0,0,0,1,6,2,1,1,1,0,1,1,0,0,0,34
15/12/2016,0,0,1,2,0,1,0,0,0,0,0,2,0,1,4,3,3,0,0,1,0,2,0,0,1,1,0,0,1,1,0,0,24
16/12/2016,1,0,1,0,0,0,1,0,0,1,0,3,0,2,1,6,1,0,0,1,1,0,0,1,0,0,0,2,1,0,0,2,25
17/12/2016,0,1,1,0,0,0,0,0,0,0,0,4,0,1,0,3,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,15
18/12/2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,2,0,0,2,3,1,1,2,17
19/12/2016,1,0,1,1,1,2,0,1,0,0,0,2,0,1,3,4,1,0,1,0,1,3,0,1,0,0,0,3,2,1,0,0,30
20/12/2016,0,0,1,0,1,0,0,1,0,0,0,3,0,1,2,6,1,0,1,0,2,2,0,0,0,0,0,1,2,1,1,2,28
21/12/2016,0,1,1,0,1,2,1,1,0,0,0,5,0,1,1,3,3,0,0,0,0,1,0,0,2,0,0,1,2,0,0,2,28
22/12/2016,0,2,0,1,0,1,1,0,2,1,0,3,0,0,3,5,3,1,0,1,0,2,0,1,0,1,0,0,2,0,1,3,34
23/12/2016,0,0,0,0,0,2,0,0,1,0,0,3,0,0,1,5,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,3,20
24/12/2016,0,1,0,1,1,1,0,1,0,0,0,1,0,2,0,3,2,1,1,1,0,0,0,0,0,2,0,2,1,1,1,4,27
25/12/2016,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8
26/12/2016,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11
27/12/2016,1,0,0,0,0,1,0,1,0,0,0,2,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,12
28/12/2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,7
29/12/2016,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,14
30/12/2016,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,10
31/12/2016,1,1,0,1,0,0,0,0,0,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,12
